id,airport_code,name,distance_km,star_rating,guest_score,review_count,price_per_night,has_shuttle,has_breakfast,address
4026,GON,IBIS Airport Hotel (Gondia Airport),2.8,4,8.3,2722,11114,1,0,"Terminal Road, Near GON Airport, Gondia, India"
4027,DON,Hyatt Regency Terminal (Bhadrak / Dhamra Airport),12.2,3,8.6,970,8430,0,0,"Terminal Road, Near DON Airport, Bhadrak / Dhamra, India"
4028,KHO,Taj City Centre (Khowai Airport),10.8,5,9.5,279,4260,0,1,"Terminal Road, Near KHO Airport, Khowai, India"
4029,HBI,Trident Airport Hotel (Itanagar Airport),4.9,4,8.7,1285,11198,1,1,"Terminal Road, Near HBI Airport, Itanagar, India"
4030,UTL,Ginger Airport Hotel (Barmer Airport),3.0,5,8.8,129,10636,1,1,"Terminal Road, Near UTL Airport, Barmer, India"
4031,HSS,OYO Townhouse Airport (Hisar Airport),8.2,3,8.3,3190,7773,0,0,"Terminal Road, Near HSS Airport, Hisar, India"
4032,RPR,Taj City Centre (Raipur Airport),2.1,4,8.3,765,8354,1,0,"Terminal Road, Near RPR Airport, Raipur, India"
4033,PBF,FabHotel Airport Inn (Bilaspur Airport),6.0,3,9.3,1095,5202,1,1,"Terminal Road, Near PBF Airport, Bilaspur, India"
4034,VJZ,Novotel Airport Hotel (Bhogapuram / Vizianagaram Airport),12.1,3,9.7,3687,11729,0,0,"Terminal Road, Near VJZ Airport, Bhogapuram / Vizianagaram, India"
4035,BOK,Hyatt Regency Terminal (Bokaro Airport),12.4,5,9.1,2281,6212,0,0,"Terminal Road, Near BOK Airport, Bokaro, India"
4036,BTH,Radisson Blu Airport (Bettiah Airport),13.4,3,9.4,1656,1897,0,0,"Terminal Road, Near BTH Airport, Bettiah, India"
4037,BOM,Hyatt Regency Terminal (Mumbai Airport),6.7,5,9.7,1324,5296,1,1,"Terminal Road, Near BOM Airport, Mumbai, India"
4038,MEH,Trident Airport Hotel (Mehsana Airport),12.1,3,8.3,262,10143,0,1,"Terminal Road, Near MEH Airport, Mehsana, India"
4039,JAI,Taj City Centre (Jaipur Airport),4.0,5,8.1,531,9024,1,1,"Terminal Road, Near JAI Airport, Jaipur, India"
4040,PNY,Radisson Blu Airport (Puducherry Airport),9.1,5,9.1,3468,2216,0,1,"Terminal Road, Near PNY Airport, Puducherry, India"
4041,NDC,OYO Townhouse Airport (Nanded Airport),4.5,4,9.7,1357,9820,1,0,"Terminal Road, Near NDC Airport, Nanded, India"
4042,KJB,Hyatt Regency Terminal (Kurnool (Orvakal) Airport),9.4,4,8.7,2555,3068,0,0,"Terminal Road, Near KJB Airport, Kurnool (Orvakal), India"
4043,DBR,Novotel Airport Hotel (Darbhanga Airport),5.6,4,9.5,3352,5037,1,0,"Terminal Road, Near DBR Airport, Darbhanga, India"
4044,AMRE,ITC Grand Bharat (Amreli Airport),2.4,5,8.9,2316,7259,1,1,"Terminal Road, Near AMRE Airport, Amreli, India"
4045,MAL,Taj City Centre (Malda Airport),4.5,5,9.8,249,7450,1,1,"Terminal Road, Near MAL Airport, Malda, India"
4046,KNU,Ginger Airport Hotel (Kanpur Airport),3.3,3,9.3,1147,7908,1,1,"Terminal Road, Near KNU Airport, Kanpur, India"
4047,MZS,Taj City Centre (Sonbhadra Airport),12.7,3,8.6,1589,9638,0,1,"Terminal Road, Near MZS Airport, Sonbhadra, India"
4048,UTL,Radisson Blu Airport (Barmer Airport),8.2,3,8.8,3626,3402,0,0,"Terminal Road, Near UTL Airport, Barmer, India"
4049,HBI,Pride Plaza Hotel (Itanagar Airport),11.8,3,8.3,2212,6329,0,1,"Terminal Road, Near HBI Airport, Itanagar, India"
4050,TCR,Novotel Airport Hotel (Thoothukudi (Tuticorin) Airport),8.6,5,8.7,1184,5626,0,1,"Terminal Road, Near TCR Airport, Thoothukudi (Tuticorin), India"
4051,COB,Lemon Tree Premier (Cooch Behar Airport),10.8,3,8.2,1097,7210,0,0,"Terminal Road, Near COB Airport, Cooch Behar, India"
4052,KHO,Novotel Airport Hotel (Khowai Airport),13.8,3,8.2,2219,8099,0,1,"Terminal Road, Near KHO Airport, Khowai, India"
4053,MRA,Radisson Blu Airport (Noida / Jewar Airport),9.0,3,8.6,1541,5617,0,0,"Terminal Road, Near MRA Airport, Noida / Jewar, India"
4054,VZY,Lemon Tree Premier (Vijayawada Airport),10.8,3,9.0,2081,6850,0,0,"Terminal Road, Near VZY Airport, Vijayawada, India"
4055,GON,FabHotel Airport Inn (Gondia Airport),2.0,3,8.1,2913,2690,1,1,"Terminal Road, Near GON Airport, Gondia, India"
4056,NEEM,Hyatt Regency Terminal (Neemuch Airport),10.4,4,9.3,3203,8774,0,0,"Terminal Road, Near NEEM Airport, Neemuch, India"
4057,BTH,FabHotel Airport Inn (Bettiah Airport),6.5,3,9.6,3065,2433,1,0,"Terminal Road, Near BTH Airport, Bettiah, India"
4058,TRV,Ginger Airport Hotel (Thiruvananthapuram Airport),12.6,3,8.7,309,7584,0,0,"Terminal Road, Near TRV Airport, Thiruvananthapuram, India"
4059,TCR,IBIS Airport Hotel (Thoothukudi (Tuticorin) Airport),7.6,4,8.4,2228,5419,1,1,"Terminal Road, Near TCR Airport, Thoothukudi (Tuticorin), India"
4060,GAW,Ginger Airport Hotel (Guwahati Airport),7.1,3,8.3,2090,8768,1,1,"Terminal Road, Near GAW Airport, Guwahati, India"
4061,KOP,Ginger Airport Hotel (Kolhapur Airport),14.1,3,9.4,3213,2035,0,0,"Terminal Road, Near KOP Airport, Kolhapur, India"
4062,AMD,FabHotel Airport Inn (Ahmedabad Airport),7.3,5,9.2,2175,9976,1,0,"Terminal Road, Near AMD Airport, Ahmedabad, India"
4063,UTL,Lemon Tree Premier (Barmer Airport),11.9,3,8.5,3471,5608,0,0,"Terminal Road, Near UTL Airport, Barmer, India"
4064,NWP,ITC Grand Bharat (Pithoragarh Airport),12.8,5,9.2,3118,4460,0,1,"Terminal Road, Near NWP Airport, Pithoragarh, India"
4065,UTK,Novotel Airport Hotel (Kalahandi / Utkela Airport),4.2,3,9.4,1960,8728,1,1,"Terminal Road, Near UTK Airport, Kalahandi / Utkela, India"
4066,AMH,Novotel Airport Hotel (Azamgarh Airport),5.6,4,8.4,1555,6230,1,1,"Terminal Road, Near AMH Airport, Azamgarh, India"
4067,MRA,OYO Townhouse Airport (Noida / Jewar Airport),11.6,4,8.4,2299,4905,0,0,"Terminal Road, Near MRA Airport, Noida / Jewar, India"
4068,MYQ,Trident Airport Hotel (Mysuru Airport),5.5,4,8.7,3047,5105,1,0,"Terminal Road, Near MYQ Airport, Mysuru, India"
4069,TRZ,Taj City Centre (Tiruchirappalli (Trichy) Airport),6.8,5,9.2,3696,5511,1,0,"Terminal Road, Near TRZ Airport, Tiruchirappalli (Trichy), India"
4070,AMRE,Pride Plaza Hotel (Amreli Airport),9.2,3,9.3,1895,3658,0,1,"Terminal Road, Near AMRE Airport, Amreli, India"
4071,DHM,Hyatt Regency Terminal (Dharamshala / Kangra Airport),7.3,4,8.8,1007,2059,1,0,"Terminal Road, Near DHM Airport, Dharamshala / Kangra, India"
4072,HJR,Taj City Centre (Khajuraho Airport),13.3,3,8.9,2949,6778,0,1,"Terminal Road, Near HJR Airport, Khajuraho, India"
4073,IXC,Pride Plaza Hotel (Chandigarh Airport),10.0,3,8.9,823,4983,0,0,"Terminal Road, Near IXC Airport, Chandigarh, India"
4074,MOR,OYO Townhouse Airport (Moradabad Airport),12.6,5,9.2,1568,11331,0,1,"Terminal Road, Near MOR Airport, Moradabad, India"
4075,DMO,Trident Airport Hotel (Damoh Airport),4.1,4,9.3,1674,12057,1,0,"Terminal Road, Near DMO Airport, Damoh, India"
4076,IXB,Trident Airport Hotel (Siliguri / Bagdogra Airport),6.8,5,9.3,3039,4994,1,1,"Terminal Road, Near IXB Airport, Siliguri / Bagdogra, India"
4077,KAP,Novotel Airport Hotel (Kadapa Airport),1.0,4,9.6,3012,2381,1,1,"Terminal Road, Near KAP Airport, Kadapa, India"
4078,MEH,Pride Plaza Hotel (Mehsana Airport),12.1,4,8.6,1443,4692,0,1,"Terminal Road, Near MEH Airport, Mehsana, India"
4079,IXC,Ginger Airport Hotel (Chandigarh Airport),2.5,3,9.7,801,10639,1,1,"Terminal Road, Near IXC Airport, Chandigarh, India"
4080,IXE,Lemon Tree Premier (Mangaluru Airport),13.7,3,8.8,1153,10079,0,0,"Terminal Road, Near IXE Airport, Mangaluru, India"
4081,IXG,IBIS Airport Hotel (Belagavi Airport),14.4,5,9.1,217,2439,0,1,"Terminal Road, Near IXG Airport, Belagavi, India"
4082,MRA,Ginger Airport Hotel (Noida / Jewar Airport),13.0,5,9.8,2940,6901,0,0,"Terminal Road, Near MRA Airport, Noida / Jewar, India"
4083,IXZ,Pride Plaza Hotel (Port Blair (Andaman) Airport),6.1,5,9.7,918,7841,1,0,"Terminal Road, Near IXZ Airport, Port Blair (Andaman), India"
4084,SWM,IBIS Airport Hotel (Ranthambore / Sawai Madhopur Airport),11.5,4,9.4,2930,8606,0,0,"Terminal Road, Near SWM Airport, Ranthambore / Sawai Madhopur, India"
4085,IXT,Lemon Tree Premier (Pasighat Airport),14.3,3,9.4,2897,7176,0,0,"Terminal Road, Near IXT Airport, Pasighat, India"
4086,CJB,Trident Airport Hotel (Coimbatore Airport),11.8,4,9.4,1218,8593,0,0,"Terminal Road, Near CJB Airport, Coimbatore, India"
4087,NVM,ITC Grand Bharat (Navi Mumbai Airport),9.4,5,8.5,1178,9268,0,1,"Terminal Road, Near NVM Airport, Navi Mumbai, India"
4088,JSA,Novotel Airport Hotel (Jaisalmer Airport),8.6,3,9.3,2411,7337,0,0,"Terminal Road, Near JSA Airport, Jaisalmer, India"
4089,BGP,Trident Airport Hotel (Bhagalpur Airport),13.2,5,8.8,325,3612,0,1,"Terminal Road, Near BGP Airport, Bhagalpur, India"
4090,PBF,Lemon Tree Premier (Bilaspur Airport),2.2,4,9.0,2681,8682,1,0,"Terminal Road, Near PBF Airport, Bilaspur, India"
4091,DEL,Taj City Centre (New Delhi Airport),3.0,4,8.4,2902,8116,1,0,"Terminal Road, Near DEL Airport, New Delhi, India"
4092,SLN,ITC Grand Bharat (Sultanpur Airport),8.0,4,9.3,1767,3761,0,1,"Terminal Road, Near SLN Airport, Sultanpur, India"
4093,WGC,Radisson Blu Airport (Warangal Airport),13.7,5,9.0,2518,2896,0,1,"Terminal Road, Near WGC Airport, Warangal, India"
4094,KOR,Lemon Tree Premier (Koraput Airport),4.4,5,8.2,2531,11361,1,0,"Terminal Road, Near KOR Airport, Koraput, India"
4095,IXR,Lemon Tree Premier (Ranchi Airport),10.8,4,8.3,3267,11470,0,0,"Terminal Road, Near IXR Airport, Ranchi, India"
4096,PUI,Taj City Centre (Purnea Airport),3.3,3,8.8,899,5983,1,0,"Terminal Road, Near PUI Airport, Purnea, India"
4097,BHO,FabHotel Airport Inn (Bhopal Airport),9.3,5,9.0,1117,11831,0,0,"Terminal Road, Near BHO Airport, Bhopal, India"
4098,COB,Ginger Airport Hotel (Cooch Behar Airport),11.3,4,8.6,3077,2201,0,1,"Terminal Road, Near COB Airport, Cooch Behar, India"
4099,CNN,Novotel Airport Hotel (Kannur Airport),4.0,3,8.8,3055,7689,1,0,"Terminal Road, Near CNN Airport, Kannur, India"
4100,SAH,Trident Airport Hotel (Saharanpur Airport),8.3,3,9.4,3786,5945,0,0,"Terminal Road, Near SAH Airport, Saharanpur, India"
4101,SSE,Novotel Airport Hotel (Solapur Airport),2.9,4,8.3,2697,9403,1,1,"Terminal Road, Near SSE Airport, Solapur, India"
4102,SIV,FabHotel Airport Inn (Sivasagar Airport),7.1,5,9.2,2896,5628,1,0,"Terminal Road, Near SIV Airport, Sivasagar, India"
4103,DMU,Novotel Airport Hotel (Dimapur Airport),2.2,3,9.8,3006,11296,1,1,"Terminal Road, Near DMU Airport, Dimapur, India"
4104,TEZU,Lemon Tree Premier (Tezu Airport),13.0,5,9.3,283,11386,0,0,"Terminal Road, Near TEZU Airport, Tezu, India"
4105,RAT,Trident Airport Hotel (Ratlam Airport),0.7,3,9.8,1595,5892,1,0,"Terminal Road, Near RAT Airport, Ratlam, India"
4106,LGP,Novotel Airport Hotel (Rupsi / Dhubri Airport),11.0,3,9.5,3046,4791,0,1,"Terminal Road, Near LGP Airport, Rupsi / Dhubri, India"
4107,PBN,Ginger Airport Hotel (Parbhani Airport),4.8,5,9.6,255,7206,1,1,"Terminal Road, Near PBN Airport, Parbhani, India"
4108,AKL,IBIS Airport Hotel (Akola Airport),11.3,4,9.5,779,8562,0,1,"Terminal Road, Near AKL Airport, Akola, India"
4109,IXP,Trident Airport Hotel (Pathankot Airport),5.5,5,9.3,479,9703,1,1,"Terminal Road, Near IXP Airport, Pathankot, India"
4110,TEZ,Taj City Centre (Tezpur Airport),5.3,5,9.5,3058,10894,1,0,"Terminal Road, Near TEZ Airport, Tezpur, India"
4111,LGP,Lemon Tree Premier (Rupsi / Dhubri Airport),10.2,3,8.3,1039,1875,0,1,"Terminal Road, Near LGP Airport, Rupsi / Dhubri, India"
4112,SNE,IBIS Airport Hotel (Singrauli Airport),6.5,4,9.0,1760,2374,1,0,"Terminal Road, Near SNE Airport, Singrauli, India"
4113,RGD,Ginger Airport Hotel (Raigarh Airport),11.0,5,8.7,1325,4544,0,0,"Terminal Road, Near RGD Airport, Raigarh, India"
4114,JGA,Pride Plaza Hotel (Jamnagar Airport),1.8,5,8.7,1588,9617,1,1,"Terminal Road, Near JGA Airport, Jamnagar, India"
4115,MEH,Radisson Blu Airport (Mehsana Airport),6.5,4,8.7,2603,11230,1,1,"Terminal Road, Near MEH Airport, Mehsana, India"
4116,IXW,Lemon Tree Premier (Jamshedpur Airport),7.2,4,8.4,1498,10270,1,1,"Terminal Road, Near IXW Airport, Jamshedpur, India"
4117,SRA,Radisson Blu Airport (Shravasti Airport),3.8,5,9.5,2328,9193,1,0,"Terminal Road, Near SRA Airport, Shravasti, India"
4118,IXM,Novotel Airport Hotel (Madurai Airport),0.8,3,8.6,1693,5398,1,1,"Terminal Road, Near IXM Airport, Madurai, India"
4119,HZD,Hyatt Regency Terminal (Hazaribagh Airport),3.8,4,8.5,356,4913,1,0,"Terminal Road, Near HZD Airport, Hazaribagh, India"
4120,SXV,ITC Grand Bharat (Shivamogga Airport),7.7,3,8.5,3287,11389,1,0,"Terminal Road, Near SXV Airport, Shivamogga, India"
4121,COB,Lemon Tree Premier (Cooch Behar Airport),3.9,5,9.5,2522,4987,1,0,"Terminal Road, Near COB Airport, Cooch Behar, India"
4122,AJL,Taj City Centre (Aizawl Airport),0.9,3,9.8,2627,12237,1,0,"Terminal Road, Near AJL Airport, Aizawl, India"
4123,ZER,Taj City Centre (Ziro Airport),5.5,3,8.3,3763,6153,1,1,"Terminal Road, Near ZER Airport, Ziro, India"
4124,JSA,OYO Townhouse Airport (Jaisalmer Airport),14.3,3,8.5,310,7222,0,0,"Terminal Road, Near JSA Airport, Jaisalmer, India"
4125,BDQ,Radisson Blu Airport (Vadodara Airport),2.3,4,9.3,3307,1901,1,0,"Terminal Road, Near BDQ Airport, Vadodara, India"
4126,TIR,Trident Airport Hotel (Tirupati Airport),11.1,4,8.2,954,7978,0,1,"Terminal Road, Near TIR Airport, Tirupati, India"
4127,ANK,Taj City Centre (Ankleshwar Airport),3.6,4,8.6,2836,6103,1,1,"Terminal Road, Near ANK Airport, Ankleshwar, India"
4128,MEH,Taj City Centre (Mehsana Airport),8.2,3,8.2,2349,3862,0,0,"Terminal Road, Near MEH Airport, Mehsana, India"
4129,LAT,Taj City Centre (Latur Airport),14.1,5,8.2,1087,2221,0,1,"Terminal Road, Near LAT Airport, Latur, India"
4130,AMB,Ginger Airport Hotel (Ambikapur Airport),7.4,4,8.4,1004,3809,1,0,"Terminal Road, Near AMB Airport, Ambikapur, India"
4131,SDW,Novotel Airport Hotel (Sindhudurg Airport),7.8,5,9.2,404,7987,1,0,"Terminal Road, Near SDW Airport, Sindhudurg, India"
4132,MOR,Trident Airport Hotel (Moradabad Airport),11.5,3,8.9,1441,1941,0,0,"Terminal Road, Near MOR Airport, Moradabad, India"
4133,PUR,Taj City Centre (Purulia Airport),13.2,4,8.3,2446,6657,0,1,"Terminal Road, Near PUR Airport, Purulia, India"
4134,BVC,Lemon Tree Premier (Bhavnagar Airport),4.7,5,9.5,3318,9200,1,0,"Terminal Road, Near BVC Airport, Bhavnagar, India"
4135,PYG,Novotel Airport Hotel (Gangtok / Pakyong (Sikkim) Airport),4.7,5,8.6,2179,8365,1,0,"Terminal Road, Near PYG Airport, Gangtok / Pakyong (Sikkim), India"
4136,DUM,FabHotel Airport Inn (Dumka Airport),1.0,3,8.5,403,9693,1,0,"Terminal Road, Near DUM Airport, Dumka, India"
4137,RGD,ITC Grand Bharat (Raigarh Airport),5.3,3,9.0,3407,3572,1,0,"Terminal Road, Near RGD Airport, Raigarh, India"
4138,IXZ,ITC Grand Bharat (Port Blair (Andaman) Airport),0.7,3,8.4,3137,6287,1,0,"Terminal Road, Near IXZ Airport, Port Blair (Andaman), India"
4139,SDW,ITC Grand Bharat (Sindhudurg Airport),12.5,3,8.4,2148,4881,0,1,"Terminal Road, Near SDW Airport, Sindhudurg, India"
4140,BGP,Radisson Blu Airport (Bhagalpur Airport),10.7,5,8.6,2251,8014,0,0,"Terminal Road, Near BGP Airport, Bhagalpur, India"
4141,AJL,Trident Airport Hotel (Aizawl Airport),12.7,4,9.2,927,1972,0,1,"Terminal Road, Near AJL Airport, Aizawl, India"
4142,DBR,OYO Townhouse Airport (Darbhanga Airport),1.9,3,8.6,1092,6066,1,0,"Terminal Road, Near DBR Airport, Darbhanga, India"
4143,LGP,FabHotel Airport Inn (Rupsi / Dhubri Airport),5.2,5,8.3,2419,2803,1,1,"Terminal Road, Near LGP Airport, Rupsi / Dhubri, India"
4144,MAA,Lemon Tree Premier (Chennai Airport),0.7,5,9.1,1686,12414,1,1,"Terminal Road, Near MAA Airport, Chennai, India"
4145,AMR,IBIS Airport Hotel (Amravati Airport),11.8,4,8.8,3619,9081,0,1,"Terminal Road, Near AMR Airport, Amravati, India"
4146,KQH,Radisson Blu Airport (Ajmer / Kishangarh Airport),14.2,3,9.6,2369,8396,0,1,"Terminal Road, Near KQH Airport, Ajmer / Kishangarh, India"
4147,NMN,Pride Plaza Hotel (Neemrana / Alwar Airport),5.6,3,8.7,2121,8246,1,1,"Terminal Road, Near NMN Airport, Neemrana / Alwar, India"
4148,SRA,Taj City Centre (Shravasti Airport),1.0,3,8.9,3672,11522,1,1,"Terminal Road, Near SRA Airport, Shravasti, India"
4149,JSA,Pride Plaza Hotel (Jaisalmer Airport),6.1,3,9.1,1123,5834,1,0,"Terminal Road, Near JSA Airport, Jaisalmer, India"
4150,KAI,Novotel Airport Hotel (Kailashahar Airport),8.7,4,9.4,182,7064,0,1,"Terminal Road, Near KAI Airport, Kailashahar, India"
4151,BOK,Hyatt Regency Terminal (Bokaro Airport),10.6,3,9.5,477,8740,0,1,"Terminal Road, Near BOK Airport, Bokaro, India"
4152,KNU,FabHotel Airport Inn (Kanpur Airport),5.6,4,9.8,2763,4699,1,0,"Terminal Road, Near KNU Airport, Kanpur, India"
4153,IXW,Radisson Blu Airport (Jamshedpur Airport),14.2,5,9.2,694,5691,0,0,"Terminal Road, Near IXW Airport, Jamshedpur, India"
4154,GAW,Lemon Tree Premier (Guwahati Airport),7.1,4,8.3,2214,5959,1,1,"Terminal Road, Near GAW Airport, Guwahati, India"
4155,VZY,Ginger Airport Hotel (Vijayawada Airport),5.2,3,8.3,209,11679,1,1,"Terminal Road, Near VZY Airport, Vijayawada, India"
4156,DHM,Trident Airport Hotel (Dharamshala / Kangra Airport),0.5,5,9.6,3045,2680,1,0,"Terminal Road, Near DHM Airport, Dharamshala / Kangra, India"
4157,VZY,ITC Grand Bharat (Vijayawada Airport),11.2,4,8.8,2176,11268,0,0,"Terminal Road, Near VZY Airport, Vijayawada, India"
4158,DEL,Trident Airport Hotel (New Delhi Airport),12.7,5,8.4,2801,11209,0,1,"Terminal Road, Near DEL Airport, New Delhi, India"
4159,KUU,IBIS Airport Hotel (Kullu / Manali Airport),6.9,3,9.4,895,8607,1,0,"Terminal Road, Near KUU Airport, Kullu / Manali, India"
4160,KQH,Radisson Blu Airport (Ajmer / Kishangarh Airport),3.6,4,9.2,966,10606,1,0,"Terminal Road, Near KQH Airport, Ajmer / Kishangarh, India"
4161,KNU,Lemon Tree Premier (Kanpur Airport),10.2,3,9.2,1074,10758,0,0,"Terminal Road, Near KNU Airport, Kanpur, India"
4162,GOI,IBIS Airport Hotel (Goa (Dabolim) Airport),2.9,4,9.8,1466,5652,1,1,"Terminal Road, Near GOI Airport, Goa (Dabolim), India"
4163,JGD,Novotel Airport Hotel (Jagdalpur Airport),4.1,3,8.7,1074,9839,1,0,"Terminal Road, Near JGD Airport, Jagdalpur, India"
4164,NMS,FabHotel Airport Inn (Naliya Airport),9.9,3,8.1,701,5758,0,0,"Terminal Road, Near NMS Airport, Naliya, India"
4165,CFH,Lemon Tree Premier (Chitrakoot Airport),3.0,5,9.7,1146,7220,1,1,"Terminal Road, Near CFH Airport, Chitrakoot, India"
4166,IXE,Pride Plaza Hotel (Mangaluru Airport),6.7,3,9.6,1962,6749,1,0,"Terminal Road, Near IXE Airport, Mangaluru, India"
4167,SLN,ITC Grand Bharat (Sultanpur Airport),7.3,3,8.7,2803,2637,1,0,"Terminal Road, Near SLN Airport, Sultanpur, India"
4168,KJB,Ginger Airport Hotel (Kurnool (Orvakal) Airport),12.0,4,8.1,135,1853,0,0,"Terminal Road, Near KJB Airport, Kurnool (Orvakal), India"
4169,PUI,Lemon Tree Premier (Purnea Airport),1.1,3,8.1,2058,12356,1,0,"Terminal Road, Near PUI Airport, Purnea, India"
4170,IXZ,Lemon Tree Premier (Port Blair (Andaman) Airport),8.8,3,9.6,844,3790,0,0,"Terminal Road, Near IXZ Airport, Port Blair (Andaman), India"
4171,DMU,Ginger Airport Hotel (Dimapur Airport),6.2,5,9.6,259,11214,1,0,"Terminal Road, Near DMU Airport, Dimapur, India"
4172,KOP,OYO Townhouse Airport (Kolhapur Airport),3.8,3,8.7,1011,12330,1,1,"Terminal Road, Near KOP Airport, Kolhapur, India"
4173,DGR,ITC Grand Bharat (Deoghar Airport),9.7,5,9.4,1118,2681,0,0,"Terminal Road, Near DGR Airport, Deoghar, India"
4174,TCR,Ginger Airport Hotel (Thoothukudi (Tuticorin) Airport),0.6,5,9.6,955,4360,1,1,"Terminal Road, Near TCR Airport, Thoothukudi (Tuticorin), India"
4175,MUZ,Novotel Airport Hotel (Muzaffarpur Airport),6.7,5,8.8,580,12164,1,1,"Terminal Road, Near MUZ Airport, Muzaffarpur, India"
4176,HJR,Radisson Blu Airport (Khajuraho Airport),7.4,5,8.6,1198,8317,1,1,"Terminal Road, Near HJR Airport, Khajuraho, India"
4177,REW,Taj City Centre (Rewa Airport),3.9,5,8.6,513,6202,1,0,"Terminal Road, Near REW Airport, Rewa, India"
4178,RJA,Pride Plaza Hotel (Rajahmundry Airport),11.4,5,8.3,1064,7932,0,0,"Terminal Road, Near RJA Airport, Rajahmundry, India"
4179,BVC,OYO Townhouse Airport (Bhavnagar Airport),10.4,4,9.4,225,6317,0,0,"Terminal Road, Near BVC Airport, Bhavnagar, India"
4180,DHR,Taj City Centre (Dibrugarh Airport),2.9,5,9.1,2082,10602,1,1,"Terminal Road, Near DHR Airport, Dibrugarh, India"
4181,BID,Ginger Airport Hotel (Bidar Airport),0.6,3,9.1,3432,6464,1,1,"Terminal Road, Near BID Airport, Bidar, India"
4182,KJB,Ginger Airport Hotel (Kurnool (Orvakal) Airport),8.9,5,9.5,2500,9272,0,1,"Terminal Road, Near KJB Airport, Kurnool (Orvakal), India"
4183,GBI,Taj City Centre (Kalaburagi (Gulbarga) Airport),4.0,4,8.4,1443,6553,1,1,"Terminal Road, Near GBI Airport, Kalaburagi (Gulbarga), India"
4184,ASL,Hyatt Regency Terminal (Asansol Airport),12.0,4,9.1,1747,12205,0,1,"Terminal Road, Near ASL Airport, Asansol, India"
4185,NEEM,Trident Airport Hotel (Neemuch Airport),14.1,5,9.0,3291,2655,0,0,"Terminal Road, Near NEEM Airport, Neemuch, India"
4186,KBK,IBIS Airport Hotel (Kushinagar Airport),5.1,5,8.3,2991,2586,1,0,"Terminal Road, Near KBK Airport, Kushinagar, India"
4187,JDH,IBIS Airport Hotel (Jodhpur Airport),9.2,4,9.5,2506,10119,0,1,"Terminal Road, Near JDH Airport, Jodhpur, India"
4188,IXY,Novotel Airport Hotel (Kandla Airport),3.3,4,9.1,283,4672,1,1,"Terminal Road, Near IXY Airport, Kandla, India"
4189,MAL,OYO Townhouse Airport (Malda Airport),4.4,5,9.2,1016,5032,1,0,"Terminal Road, Near MAL Airport, Malda, India"
4190,NAG,OYO Townhouse Airport (Nagpur Airport),4.6,4,8.8,358,2197,1,0,"Terminal Road, Near NAG Airport, Nagpur, India"
4191,LKO,Pride Plaza Hotel (Lucknow Airport),5.6,4,8.4,1862,8407,1,0,"Terminal Road, Near LKO Airport, Lucknow, India"
4192,PNY,Taj City Centre (Puducherry Airport),8.6,3,9.0,1797,10187,0,0,"Terminal Road, Near PNY Airport, Puducherry, India"
4193,SLN,ITC Grand Bharat (Sultanpur Airport),4.7,5,8.7,877,2186,1,0,"Terminal Road, Near SLN Airport, Sultanpur, India"
4194,AJL,Hyatt Regency Terminal (Aizawl Airport),6.3,5,9.4,907,2785,1,1,"Terminal Road, Near AJL Airport, Aizawl, India"
4195,CHI,FabHotel Airport Inn (Chhindwara Airport),11.5,3,8.4,2675,9877,0,0,"Terminal Road, Near CHI Airport, Chhindwara, India"
4196,PBN,Hyatt Regency Terminal (Parbhani Airport),7.3,4,8.2,3373,9089,1,1,"Terminal Road, Near PBN Airport, Parbhani, India"
4197,AGR,OYO Townhouse Airport (Agra Airport),5.9,3,9.8,534,11504,1,0,"Terminal Road, Near AGR Airport, Agra, India"
4198,NWP,Taj City Centre (Pithoragarh Airport),2.9,4,8.1,1959,2251,1,1,"Terminal Road, Near NWP Airport, Pithoragarh, India"
4199,RPR,Taj City Centre (Raipur Airport),13.4,5,9.4,352,2761,0,0,"Terminal Road, Near RPR Airport, Raipur, India"
4200,SDW,Hyatt Regency Terminal (Sindhudurg Airport),1.5,5,9.2,3111,6863,1,1,"Terminal Road, Near SDW Airport, Sindhudurg, India"
4201,BLR,OYO Townhouse Airport (Bengaluru Airport),6.2,5,9.3,1028,8124,1,1,"Terminal Road, Near BLR Airport, Bengaluru, India"
4202,PYG,IBIS Airport Hotel (Gangtok / Pakyong (Sikkim) Airport),5.8,3,9.7,720,7806,1,1,"Terminal Road, Near PYG Airport, Gangtok / Pakyong (Sikkim), India"
4203,NEEM,ITC Grand Bharat (Neemuch Airport),1.0,3,9.5,347,3383,1,0,"Terminal Road, Near NEEM Airport, Neemuch, India"
4204,DMO,IBIS Airport Hotel (Damoh Airport),3.7,4,8.6,1893,10274,1,1,"Terminal Road, Near DMO Airport, Damoh, India"
4205,NVM,OYO Townhouse Airport (Navi Mumbai Airport),14.0,3,9.4,1213,10234,0,1,"Terminal Road, Near NVM Airport, Navi Mumbai, India"
4206,BGP,Lemon Tree Premier (Bhagalpur Airport),8.9,5,9.6,1862,11461,0,0,"Terminal Road, Near BGP Airport, Bhagalpur, India"
4207,VDY,Novotel Airport Hotel (Vidyanagar / Ballari Airport),4.1,5,8.3,725,7501,1,0,"Terminal Road, Near VDY Airport, Vidyanagar / Ballari, India"
4208,GBI,ITC Grand Bharat (Kalaburagi (Gulbarga) Airport),8.9,4,8.2,705,3918,0,0,"Terminal Road, Near GBI Airport, Kalaburagi (Gulbarga), India"
