id,flight_number,airline,airline_code,airline_color,origin_code,dest_code,departure_time,arrival_time,duration_minutes,stops,stopover_code,price,cabin_class,available_seats,total_passengers,aircraft,terminal,gate
32911,6E-106,IndiGo,6E,#001b94,AMB,RAT,2026-08-08 22:50:36,2026-08-09 00:32:36,102,0,,62777,First Class,17,179,Airbus A320neo,Terminal 3,Gate 11
32912,9I-588,Alliance Air,9I,#0083c9,BKN,DBR,2026-08-06 14:50:36,2026-08-06 18:13:36,203,0,,56519,First Class,35,170,Boeing 737 MAX 8,Terminal 3,Gate 13
32913,6E-698,IndiGo,6E,#001b94,MAL,DBR,2026-08-15 05:50:36,2026-08-15 09:14:36,204,0,,14950,Premium Economy,19,175,Boeing 737 MAX 8,Terminal 2,Gate 18
32914,QP-243,Akasa Air,QP,#ff5d00,HSS,ZER,2026-08-06 17:05:36,2026-08-06 20:17:36,192,1,PGH,3499,Economy,31,151,ATR 72-600,Terminal 1,Gate 8
32915,9I-187,Alliance Air,9I,#0083c9,DED,YTL,2026-08-08 21:35:36,2026-08-09 00:14:36,159,0,,63308,First Class,10,174,Airbus A321neo,Terminal 1,Gate 13
32916,IX-662,Air India Express,IX,#f26522,HSR,PUI,2026-08-09 21:50:36,2026-08-10 01:12:36,202,1,DEL,65110,First Class,9,161,Airbus A321neo,Terminal 1,Gate 7
32917,SG-498,SpiceJet,SG,#e60000,NVM,GOX,2026-08-14 13:35:36,2026-08-14 15:55:36,140,0,,25159,Business Class,19,148,Boeing 737-800,Terminal 3,Gate 15
32918,SG-352,SpiceJet,SG,#e60000,MRA,BHU,2026-07-31 20:35:36,2026-07-31 22:24:36,109,0,,11911,Premium Economy,8,168,Airbus A320neo,Terminal 3,Gate 17
32919,UK-922,Vistara,UK,#4b164c,VZY,JHW,2026-08-11 12:05:36,2026-08-11 14:55:36,170,0,,45614,First Class,14,135,Airbus A321neo,Terminal 3,Gate 7
32920,IX-306,Air India Express,IX,#f26522,VDY,JAI,2026-08-02 19:05:36,2026-08-02 22:23:36,198,0,,66327,First Class,14,160,Boeing 737-800,Terminal 3,Gate 9
32921,SG-370,SpiceJet,SG,#e60000,LAT,BLT,2026-08-05 04:50:36,2026-08-05 08:05:36,195,0,,5646,Economy,12,171,Boeing 737-800,Terminal 1,Gate 13
32922,QP-283,Akasa Air,QP,#ff5d00,KBK,RGD,2026-08-04 14:35:36,2026-08-04 16:24:36,109,0,,59174,First Class,28,162,Airbus A321neo,Terminal 1,Gate 4
32923,9I-259,Alliance Air,9I,#0083c9,VNS,TRV,2026-08-03 22:35:36,2026-08-04 00:22:36,107,0,,14060,Premium Economy,4,134,ATR 72-600,Terminal 2,Gate 3
32924,IX-924,Air India Express,IX,#f26522,SIV,BVC,2026-08-02 05:05:36,2026-08-02 06:27:36,82,0,,4776,Economy,36,148,ATR 72-600,Terminal 1,Gate 19
32925,6E-560,IndiGo,6E,#001b94,JRG,SRA,2026-08-14 11:50:36,2026-08-14 14:39:36,169,0,,33524,Business Class,15,148,Airbus A320neo,Terminal 3,Gate 13
32926,SG-549,SpiceJet,SG,#e60000,SRA,IXT,2026-08-13 22:35:36,2026-08-14 00:51:36,136,0,,21737,Business Class,13,165,Airbus A320neo,Terminal 3,Gate 8
32927,QP-440,Akasa Air,QP,#ff5d00,ALD,SXR,2026-08-03 04:35:36,2026-08-03 08:15:36,220,0,,50310,First Class,12,157,Airbus A321neo,Terminal 2,Gate 18
32928,IX-782,Air India Express,IX,#f26522,NWP,KHA,2026-08-13 15:20:36,2026-08-13 18:57:36,217,0,,34335,Business Class,11,155,Airbus A321neo,Terminal 2,Gate 1
32929,AI-211,Air India,AI,#ed1b24,DMU,IXL,2026-08-07 05:20:36,2026-08-07 06:50:36,90,0,,33647,Business Class,10,123,Airbus A320neo,Terminal 3,Gate 6
32930,QP-310,Akasa Air,QP,#ff5d00,BTH,RGD,2026-08-05 19:05:36,2026-08-05 22:13:36,188,0,,14267,Premium Economy,20,179,Airbus A320neo,Terminal 2,Gate 18
32931,QP-304,Akasa Air,QP,#ff5d00,DUM,NVM,2026-08-11 16:20:36,2026-08-11 18:06:36,106,0,,11778,Premium Economy,37,120,Boeing 737-800,Terminal 2,Gate 16
32932,QP-558,Akasa Air,QP,#ff5d00,KARN,KOK,2026-08-12 08:50:36,2026-08-12 10:11:36,81,0,,31060,Business Class,29,150,Airbus A320neo,Terminal 3,Gate 11
32933,IX-812,Air India Express,IX,#f26522,ANK,VZY,2026-08-10 00:05:36,2026-08-10 01:42:36,97,0,,38658,First Class,37,139,Boeing 737 MAX 8,Terminal 3,Gate 7
32934,IX-495,Air India Express,IX,#f26522,SIV,RXL,2026-08-11 07:50:36,2026-08-11 09:41:36,111,0,,10504,Premium Economy,16,138,ATR 72-600,Terminal 1,Gate 12
32935,SG-662,SpiceJet,SG,#e60000,IXR,PNQ,2026-08-11 02:05:36,2026-08-11 04:41:36,156,0,,12651,Premium Economy,11,173,Boeing 737 MAX 8,Terminal 1,Gate 19
32936,6E-949,IndiGo,6E,#001b94,CKU,KNU,2026-08-05 14:20:36,2026-08-05 15:27:36,67,1,IXZ,3682,Economy,10,171,Boeing 737 MAX 8,Terminal 1,Gate 18
32937,UK-627,Vistara,UK,#4b164c,MEH,AJL,2026-08-08 09:20:36,2026-08-08 10:50:36,90,0,,12375,Premium Economy,34,167,Boeing 737 MAX 8,Terminal 3,Gate 2
32938,6E-955,IndiGo,6E,#001b94,BTH,ASL,2026-08-09 07:35:36,2026-08-09 08:44:36,69,0,,13386,Premium Economy,22,157,ATR 72-600,Terminal 1,Gate 16
32939,IX-569,Air India Express,IX,#f26522,IXZ,LAT,2026-08-10 17:50:36,2026-08-10 18:55:36,65,1,MAL,9350,Premium Economy,37,174,ATR 72-600,Terminal 1,Gate 15
32940,9I-437,Alliance Air,9I,#0083c9,HSS,AYJ,2026-08-14 20:35:36,2026-08-14 22:21:36,106,1,ROU,30966,Business Class,2,158,ATR 72-600,Terminal 3,Gate 10
32941,SG-991,SpiceJet,SG,#e60000,DGR,RAT,2026-08-07 21:35:36,2026-08-08 00:58:36,203,0,,38492,First Class,26,129,Airbus A321neo,Terminal 1,Gate 11
32942,SG-998,SpiceJet,SG,#e60000,HIR,DIU,2026-08-02 02:50:36,2026-08-02 05:38:36,168,0,,14896,Premium Economy,2,150,Boeing 737 MAX 8,Terminal 1,Gate 12
32943,AI-906,Air India,AI,#ed1b24,BBI,RJA,2026-08-11 01:50:36,2026-08-11 05:02:36,192,0,,6903,Economy,5,152,Boeing 737-800,Terminal 3,Gate 11
32944,QP-950,Akasa Air,QP,#ff5d00,RGD,KBK,2026-08-07 22:20:36,2026-08-08 00:08:36,108,0,,40375,First Class,34,169,Airbus A320neo,Terminal 1,Gate 18
32945,IX-456,Air India Express,IX,#f26522,AMRE,IMF,2026-08-01 11:50:36,2026-08-01 13:47:36,117,0,,3727,Economy,9,121,Boeing 737 MAX 8,Terminal 1,Gate 12
32946,9I-800,Alliance Air,9I,#0083c9,SDW,DGR,2026-08-03 01:35:36,2026-08-03 04:23:36,168,0,,51217,First Class,34,136,Airbus A321neo,Terminal 3,Gate 3
32947,SG-148,SpiceJet,SG,#e60000,HIR,CKU,2026-08-01 16:20:36,2026-08-01 18:43:36,143,0,,25867,Business Class,11,144,Boeing 737 MAX 8,Terminal 3,Gate 14
32948,SG-692,SpiceJet,SG,#e60000,JLG,IXG,2026-08-11 19:50:36,2026-08-11 20:56:36,66,0,,8647,Premium Economy,13,134,Boeing 737-800,Terminal 2,Gate 23
32949,IX-824,Air India Express,IX,#f26522,COB,IXR,2026-08-04 18:05:36,2026-08-04 20:57:36,172,0,,7520,Economy,12,132,Boeing 737 MAX 8,Terminal 3,Gate 11
32950,IX-562,Air India Express,IX,#f26522,PUI,ASL,2026-08-11 11:35:36,2026-08-11 15:10:36,215,0,,10824,Premium Economy,20,136,Airbus A321neo,Terminal 3,Gate 24
32951,6E-614,IndiGo,6E,#001b94,IXE,AGX,2026-08-02 10:35:36,2026-08-02 12:27:36,112,0,,12837,Premium Economy,6,166,ATR 72-600,Terminal 2,Gate 20
32952,9I-392,Alliance Air,9I,#0083c9,GBI,KHO,2026-08-15 01:20:36,2026-08-15 04:50:36,210,0,,19466,Business Class,38,137,Airbus A320neo,Terminal 1,Gate 3
32953,UK-252,Vistara,UK,#4b164c,SAH,DBR,2026-08-06 07:05:36,2026-08-06 08:05:36,60,1,BAR,2906,Economy,14,174,Boeing 737 MAX 8,Terminal 2,Gate 1
32954,QP-574,Akasa Air,QP,#ff5d00,JSA,BLT,2026-08-10 05:20:36,2026-08-10 08:35:36,195,0,,41996,First Class,27,136,ATR 72-600,Terminal 2,Gate 10
32955,QP-678,Akasa Air,QP,#ff5d00,IXB,TEZU,2026-08-06 06:50:36,2026-08-06 10:01:36,191,0,,15462,Premium Economy,21,165,Airbus A321neo,Terminal 2,Gate 21
32956,SG-985,SpiceJet,SG,#e60000,KHA,IXB,2026-08-06 20:05:36,2026-08-06 21:28:36,83,1,RGD,67595,First Class,29,123,Airbus A320neo,Terminal 1,Gate 19
32957,IX-507,Air India Express,IX,#f26522,PBN,IXE,2026-08-13 10:50:36,2026-08-13 12:46:36,116,1,TEZ,14690,Premium Economy,18,169,Boeing 737-800,Terminal 1,Gate 14
32958,IX-997,Air India Express,IX,#f26522,BGP,DBR,2026-08-13 15:05:36,2026-08-13 17:24:36,139,1,NVM,4384,Economy,36,158,Airbus A321neo,Terminal 3,Gate 15
32959,6E-636,IndiGo,6E,#001b94,DBR,PAL,2026-08-02 15:50:36,2026-08-02 17:57:36,127,1,AMB,22346,Business Class,13,127,ATR 72-600,Terminal 2,Gate 14
32960,AI-144,Air India,AI,#ed1b24,BLR,BPI,2026-08-01 10:35:36,2026-08-01 12:36:36,121,0,,20132,Business Class,19,120,Airbus A321neo,Terminal 2,Gate 14
32961,9I-776,Alliance Air,9I,#0083c9,PNY,COK,2026-08-07 03:20:36,2026-08-07 06:32:36,192,0,,10332,Premium Economy,24,151,Boeing 737 MAX 8,Terminal 3,Gate 14
32962,AI-380,Air India,AI,#ed1b24,DEL,AMH,2026-08-12 05:05:36,2026-08-12 06:55:36,110,0,,23253,Business Class,29,138,Airbus A320neo,Terminal 1,Gate 10
32963,SG-969,SpiceJet,SG,#e60000, سات,CHI,2026-08-13 07:20:36,2026-08-13 08:39:36,79,0,,12046,Premium Economy,23,126,Airbus A320neo,Terminal 2,Gate 7
32964,6E-505,IndiGo,6E,#001b94,MRA,TCR,2026-08-14 09:05:36,2026-08-14 11:21:36,136,1,SAH,11006,Premium Economy,23,123,Boeing 737 MAX 8,Terminal 2,Gate 17
32965,AI-199,Air India,AI,#ed1b24,MUZ,GOX,2026-08-04 19:50:36,2026-08-04 23:00:36,190,0,,28035,Business Class,18,135,Boeing 737 MAX 8,Terminal 2,Gate 13
32966,9I-519,Alliance Air,9I,#0083c9,BGP,OSB,2026-08-12 08:50:36,2026-08-12 10:52:36,122,0,,12806,Premium Economy,23,151,Boeing 737 MAX 8,Terminal 3,Gate 20
32967,IX-170,Air India Express,IX,#f26522,CCJ,TIR,2026-08-05 19:50:36,2026-08-05 22:55:36,185,0,,10103,Premium Economy,19,128,Airbus A320neo,Terminal 2,Gate 13
32968,IX-418,Air India Express,IX,#f26522,GBI,AJL,2026-08-14 07:50:36,2026-08-14 09:51:36,121,0,,14036,Premium Economy,10,148,Boeing 737 MAX 8,Terminal 2,Gate 10
32969,9I-616,Alliance Air,9I,#0083c9,AGR,SIV,2026-08-14 14:50:36,2026-08-14 17:33:36,163,0,,13830,Premium Economy,20,150,ATR 72-600,Terminal 3,Gate 19
32970,6E-435,IndiGo,6E,#001b94,JGA,TCR,2026-08-13 20:05:36,2026-08-13 22:29:36,144,1,LKO,5176,Economy,36,142,Airbus A320neo,Terminal 1,Gate 18
32971,9I-546,Alliance Air,9I,#0083c9,NMS,MAA,2026-08-01 00:05:36,2026-08-01 01:59:36,114,0,,32599,Business Class,3,124,ATR 72-600,Terminal 3,Gate 16
32972,6E-224,IndiGo,6E,#001b94,BVC,DGR,2026-08-12 09:05:36,2026-08-12 12:00:36,175,0,,4743,Economy,32,170,Airbus A320neo,Terminal 3,Gate 11
32973,6E-229,IndiGo,6E,#001b94,GAY,PYG,2026-08-04 20:05:36,2026-08-04 21:51:36,106,0,,31210,Business Class,32,178,Airbus A321neo,Terminal 2,Gate 9
32974,QP-717,Akasa Air,QP,#ff5d00,VZY,VTZ,2026-08-10 05:05:36,2026-08-10 07:21:36,136,0,,9827,Premium Economy,32,128,Boeing 737-800,Terminal 3,Gate 13
32975,UK-363,Vistara,UK,#4b164c,SIH,JDH,2026-08-03 07:35:36,2026-08-03 09:30:36,115,0,,14648,Premium Economy,16,127,ATR 72-600,Terminal 2,Gate 20
32976,6E-401,IndiGo,6E,#001b94,HYD,SSE,2026-08-13 04:35:36,2026-08-13 05:58:36,83,0,,40230,First Class,2,161,Boeing 737-800,Terminal 2,Gate 11
32977,AI-745,Air India,AI,#ed1b24,BOK,JGD,2026-08-10 03:50:36,2026-08-10 06:23:36,153,0,,3578,Economy,20,175,ATR 72-600,Terminal 2,Gate 10
32978,AI-323,Air India,AI,#ed1b24,ALD,PGH,2026-08-09 09:20:36,2026-08-09 12:18:36,178,0,,40411,First Class,21,164,Boeing 737-800,Terminal 1,Gate 4
32979,6E-470,IndiGo,6E,#001b94,AYJ,UTK,2026-08-07 05:35:36,2026-08-07 09:12:36,217,0,,8529,Premium Economy,20,141,ATR 72-600,Terminal 3,Gate 18
32980,6E-892,IndiGo,6E,#001b94,MAL,COK,2026-08-12 10:50:36,2026-08-12 13:11:36,141,0,,4565,Economy,6,139,Boeing 737-800,Terminal 2,Gate 22
32981,AI-562,Air India,AI,#ed1b24,KNU,ANK,2026-08-14 08:05:36,2026-08-14 10:26:36,141,0,,27289,Business Class,17,167,Airbus A320neo,Terminal 3,Gate 21
32982,AI-149,Air India,AI,#ed1b24,VNS,PNY,2026-08-11 21:20:36,2026-08-12 00:46:36,206,0,,20245,Business Class,11,140,ATR 72-600,Terminal 2,Gate 13
32983,6E-701,IndiGo,6E,#001b94,PYG,NAG,2026-08-02 16:50:36,2026-08-02 20:28:36,218,0,,4769,Economy,28,178,Boeing 737-800,Terminal 1,Gate 24
32984,SG-393,SpiceJet,SG,#e60000,TEZ, سات,2026-08-07 08:05:36,2026-08-07 11:30:36,205,1,MEH,23081,Business Class,13,172,Boeing 737-800,Terminal 1,Gate 21
32985,9I-908,Alliance Air,9I,#0083c9,NMS,DED,2026-08-12 21:20:36,2026-08-12 22:40:36,80,0,,2911,Economy,6,129,Airbus A320neo,Terminal 2,Gate 3
32986,AI-440,Air India,AI,#ed1b24,TCR,COB,2026-08-12 19:35:36,2026-08-12 21:30:36,115,0,,7096,Economy,19,123,Boeing 737 MAX 8,Terminal 1,Gate 5
32987,UK-900,Vistara,UK,#4b164c,JHW,AMRE,2026-08-09 04:35:36,2026-08-09 06:48:36,133,0,,28916,Business Class,23,134,Airbus A321neo,Terminal 2,Gate 21
32988,IX-638,Air India Express,IX,#f26522,CJB,REW,2026-08-10 07:35:36,2026-08-10 11:11:36,216,0,,21470,Business Class,13,167,Boeing 737 MAX 8,Terminal 1,Gate 24
32989,IX-976,Air India Express,IX,#f26522,ATQ,JRG,2026-08-12 21:05:36,2026-08-12 23:41:36,156,0,,30581,Business Class,30,125,Airbus A321neo,Terminal 2,Gate 4
32990,UK-640,Vistara,UK,#4b164c, سات,DMU,2026-08-02 20:50:36,2026-08-02 22:56:36,126,1,RGD,51806,First Class,15,174,Airbus A321neo,Terminal 1,Gate 2
32991,UK-553,Vistara,UK,#4b164c,GOX,DED,2026-08-05 19:05:36,2026-08-05 22:07:36,182,0,,13269,Premium Economy,4,122,Boeing 737-800,Terminal 3,Gate 23
32992,AI-878,Air India,AI,#ed1b24,PBF,KAP,2026-08-10 14:20:36,2026-08-10 16:50:36,150,0,,5525,Economy,20,147,ATR 72-600,Terminal 3,Gate 17
32993,9I-933,Alliance Air,9I,#0083c9,CKU,OSB,2026-08-14 02:35:36,2026-08-14 04:30:36,115,0,,49081,First Class,25,162,Boeing 737 MAX 8,Terminal 2,Gate 22
32994,QP-253,Akasa Air,QP,#ff5d00,SLV,RJA,2026-08-04 04:20:36,2026-08-04 06:52:36,152,1,PAT,24495,Business Class,8,123,Airbus A321neo,Terminal 1,Gate 18
32995,IX-603,Air India Express,IX,#f26522,PGH,WGC,2026-08-08 01:35:36,2026-08-08 03:53:36,138,0,,32892,Business Class,38,149,Airbus A321neo,Terminal 1,Gate 2
32996,AI-864,Air India,AI,#ed1b24,OSB,SNE,2026-08-03 16:05:36,2026-08-03 18:50:36,165,0,,18477,Business Class,16,160,Boeing 737 MAX 8,Terminal 1,Gate 11
32997,SG-832,SpiceJet,SG,#e60000,IDR,CFH,2026-08-06 22:50:36,2026-08-07 02:02:36,192,0,,10097,Premium Economy,6,173,Boeing 737 MAX 8,Terminal 1,Gate 10
32998,AI-953,Air India,AI,#ed1b24,KAI,SLV,2026-08-12 19:35:36,2026-08-12 21:11:36,96,0,,8838,Premium Economy,21,174,ATR 72-600,Terminal 1,Gate 10
32999,IX-385,Air India Express,IX,#f26522,BHO,SRA,2026-08-15 04:20:36,2026-08-15 05:49:36,89,0,,13123,Premium Economy,35,165,Airbus A321neo,Terminal 3,Gate 7
33000,IX-183,Air India Express,IX,#f26522,IXE,DEL,2026-08-09 22:50:36,2026-08-10 02:00:36,190,1,RGD,12271,Premium Economy,7,162,Airbus A320neo,Terminal 3,Gate 6
33001,AI-824,Air India,AI,#ed1b24,HYD,DEL,2026-08-08 08:20:36,2026-08-08 11:24:36,184,0,,3687,Economy,28,153,Airbus A321neo,Terminal 2,Gate 19
33002,SG-878,SpiceJet,SG,#e60000,BGP,PYB,2026-08-02 18:05:36,2026-08-02 19:22:36,77,0,,34208,Business Class,34,146,Airbus A320neo,Terminal 2,Gate 8
33003,6E-686,IndiGo,6E,#001b94,HSS,MZS,2026-08-12 14:35:36,2026-08-12 17:30:36,175,0,,7064,Economy,38,173,Boeing 737 MAX 8,Terminal 1,Gate 20
33004,UK-141,Vistara,UK,#4b164c,STV,PYB,2026-08-05 14:05:36,2026-08-05 16:26:36,141,0,,11646,Premium Economy,36,175,ATR 72-600,Terminal 1,Gate 3
33005,UK-758,Vistara,UK,#4b164c,DUM, سات,2026-08-12 10:35:36,2026-08-12 11:34:36,59,0,,12548,Premium Economy,26,133,Boeing 737 MAX 8,Terminal 2,Gate 11
33006,SG-118,SpiceJet,SG,#e60000,AMD,TRZ,2026-08-10 02:35:36,2026-08-10 05:17:36,162,0,,52382,First Class,7,161,Airbus A320neo,Terminal 1,Gate 13
33007,SG-549,SpiceJet,SG,#e60000,SXR,MUZ,2026-08-13 18:20:36,2026-08-13 20:17:36,117,0,,62206,First Class,16,147,Airbus A321neo,Terminal 1,Gate 24
33008,SG-685,SpiceJet,SG,#e60000,KBK,CCU,2026-08-06 16:35:36,2026-08-06 19:20:36,165,0,,7596,Economy,9,171,ATR 72-600,Terminal 3,Gate 21
33009,SG-924,SpiceJet,SG,#e60000,NEEM,IXG,2026-08-13 06:50:36,2026-08-13 09:09:36,139,0,,6259,Economy,3,154,Boeing 737 MAX 8,Terminal 1,Gate 6
33010,IX-399,Air India Express,IX,#f26522,RXL,HSS,2026-08-11 14:50:36,2026-08-11 16:30:36,100,0,,6721,Economy,9,140,ATR 72-600,Terminal 2,Gate 3
33011,UK-660,Vistara,UK,#4b164c,KHA,PYG,2026-08-09 02:50:36,2026-08-09 04:58:36,128,0,,6089,Economy,37,165,Boeing 737 MAX 8,Terminal 1,Gate 7
33012,QP-925,Akasa Air,QP,#ff5d00,AGR,NPL,2026-07-31 17:05:36,2026-07-31 18:00:36,55,0,,28439,Business Class,12,123,ATR 72-600,Terminal 1,Gate 1
33013,9I-641,Alliance Air,9I,#0083c9,NWP,GAW,2026-07-31 23:50:36,2026-08-01 03:02:36,192,0,,9346,Premium Economy,32,139,Airbus A320neo,Terminal 2,Gate 23
33014,QP-340,Akasa Air,QP,#ff5d00,ZER,VTZ,2026-08-09 01:05:36,2026-08-09 04:04:36,179,1,SNE,11711,Premium Economy,12,177,Airbus A321neo,Terminal 1,Gate 17
33015,9I-125,Alliance Air,9I,#0083c9,DIU,HBI,2026-08-09 08:20:36,2026-08-09 10:31:36,131,0,,32525,Business Class,29,139,Boeing 737-800,Terminal 3,Gate 8
33016,UK-174,Vistara,UK,#4b164c,IXL,HZD,2026-08-11 20:20:36,2026-08-11 23:18:36,178,0,,56629,First Class,30,124,Boeing 737-800,Terminal 3,Gate 23
33017,9I-481,Alliance Air,9I,#0083c9,MAL,DED,2026-08-11 19:20:36,2026-08-11 22:15:36,175,1,MUZ,63146,First Class,27,180,Boeing 737-800,Terminal 2,Gate 14
33018,SG-349,SpiceJet,SG,#e60000,RPR,DHR,2026-08-11 03:20:36,2026-08-11 05:06:36,106,0,,10669,Premium Economy,23,180,ATR 72-600,Terminal 2,Gate 19
33019,AI-825,Air India,AI,#ed1b24,DON,PINJ,2026-08-10 22:05:36,2026-08-11 01:30:36,205,1,VDY,15120,Premium Economy,28,125,ATR 72-600,Terminal 2,Gate 22
33020,6E-204,IndiGo,6E,#001b94,HZD,SLV,2026-08-03 23:05:36,2026-08-04 00:05:36,60,0,,5772,Economy,24,180,Boeing 737 MAX 8,Terminal 3,Gate 23
33021,IX-706,Air India Express,IX,#f26522,IXS,BKN,2026-08-12 15:20:36,2026-08-12 18:19:36,179,0,,44760,First Class,12,166,Boeing 737-800,Terminal 1,Gate 3
33022,SG-472,SpiceJet,SG,#e60000,BOK,GAY,2026-08-01 03:20:36,2026-08-01 04:25:36,65,1,GAY,66444,First Class,3,168,Airbus A320neo,Terminal 3,Gate 12
33023,AI-988,Air India,AI,#ed1b24,ANK,BAR,2026-08-10 02:50:36,2026-08-10 04:05:36,75,0,,24128,Business Class,37,124,ATR 72-600,Terminal 1,Gate 14
33024,6E-968,IndiGo,6E,#001b94,DON,SXR,2026-08-11 03:05:36,2026-08-11 04:32:36,87,0,,54780,First Class,8,121,Boeing 737 MAX 8,Terminal 2,Gate 14
33025,6E-215,IndiGo,6E,#001b94,AGX,LKO,2026-08-01 15:35:36,2026-08-01 18:18:36,163,1,KHA,52630,First Class,12,142,Airbus A321neo,Terminal 2,Gate 16
33026,QP-148,Akasa Air,QP,#ff5d00,BKN,IXP,2026-08-14 03:20:36,2026-08-14 06:57:36,217,0,,20578,Business Class,18,177,Airbus A321neo,Terminal 3,Gate 12
33027,6E-709,IndiGo,6E,#001b94,PNY,TEZU,2026-08-03 12:05:36,2026-08-03 14:27:36,142,0,,3747,Economy,21,168,Airbus A321neo,Terminal 1,Gate 3
33028,SG-422,SpiceJet,SG,#e60000,TIR,NDC,2026-08-12 14:05:36,2026-08-12 16:04:36,119,0,,22487,Business Class,25,169,Boeing 737-800,Terminal 2,Gate 11
33029,UK-904,Vistara,UK,#4b164c,AGR,TEZU,2026-08-04 16:50:36,2026-08-04 19:05:36,135,0,,18350,Business Class,33,138,Boeing 737 MAX 8,Terminal 2,Gate 13
33030,QP-483,Akasa Air,QP,#ff5d00,IXD,ANK,2026-08-08 16:35:36,2026-08-08 18:23:36,108,0,,25153,Business Class,27,173,Boeing 737 MAX 8,Terminal 1,Gate 11
33031,AI-667,Air India,AI,#ed1b24,JSA,ROU,2026-08-02 23:50:36,2026-08-03 03:20:36,210,0,,41375,First Class,28,147,ATR 72-600,Terminal 3,Gate 4
33032,QP-295,Akasa Air,QP,#ff5d00,HYD,GOP,2026-08-14 08:05:36,2026-08-14 10:54:36,169,0,,9032,Premium Economy,33,149,Airbus A321neo,Terminal 3,Gate 21
33033,UK-626,Vistara,UK,#4b164c,VDY,ROU,2026-08-13 18:20:36,2026-08-13 20:12:36,112,1,JDH,38309,First Class,14,163,Boeing 737 MAX 8,Terminal 1,Gate 12
33034,QP-318,Akasa Air,QP,#ff5d00,HSR,GAY,2026-08-13 16:50:36,2026-08-13 18:35:36,105,0,,59970,First Class,24,178,ATR 72-600,Terminal 3,Gate 4
33035,UK-966,Vistara,UK,#4b164c,KOK,KAR,2026-08-11 22:50:36,2026-08-12 00:21:36,91,1,BTH,3629,Economy,11,157,Airbus A321neo,Terminal 1,Gate 20
33036,6E-416,IndiGo,6E,#001b94,IXE,SRA,2026-08-13 03:35:36,2026-08-13 07:00:36,205,0,,28181,Business Class,20,140,Boeing 737 MAX 8,Terminal 1,Gate 20
33037,UK-533,Vistara,UK,#4b164c,KAR,COB,2026-08-13 10:20:36,2026-08-13 12:34:36,134,0,,19856,Business Class,33,175,ATR 72-600,Terminal 3,Gate 13
33038,UK-282,Vistara,UK,#4b164c,SHL,KARN,2026-08-04 06:20:36,2026-08-04 09:53:36,213,0,,9068,Premium Economy,18,170,Airbus A321neo,Terminal 3,Gate 4
33039,AI-392,Air India,AI,#ed1b24,AMB,KHO,2026-08-02 07:05:36,2026-08-02 08:13:36,68,0,,12911,Premium Economy,15,157,Boeing 737-800,Terminal 3,Gate 3
33040,SG-940,SpiceJet,SG,#e60000,CHI,IXY,2026-08-09 02:05:36,2026-08-09 04:33:36,148,0,,8861,Premium Economy,2,129,Boeing 737 MAX 8,Terminal 1,Gate 15
33041,9I-870,Alliance Air,9I,#0083c9,IXL,MRA,2026-08-10 10:50:36,2026-08-10 13:23:36,153,1,NAG,4992,Economy,28,143,ATR 72-600,Terminal 2,Gate 18
33042,IX-952,Air India Express,IX,#f26522,LKO,ANK,2026-08-09 21:20:36,2026-08-10 00:42:36,202,0,,7282,Economy,25,163,Airbus A320neo,Terminal 3,Gate 4
33043,IX-576,Air India Express,IX,#f26522,REW,PUI,2026-08-14 17:05:36,2026-08-14 18:24:36,79,0,,4195,Economy,4,128,Airbus A321neo,Terminal 1,Gate 4
33044,IX-896,Air India Express,IX,#f26522,GAY,DMU,2026-08-06 22:35:36,2026-08-07 01:02:36,147,0,,21900,Business Class,29,133,Airbus A321neo,Terminal 2,Gate 21
33045,SG-730,SpiceJet,SG,#e60000,JGD,CHI,2026-08-05 15:35:36,2026-08-05 16:55:36,80,0,,6220,Economy,15,132,Airbus A320neo,Terminal 3,Gate 6
33046,SG-457,SpiceJet,SG,#e60000,ATQ,LAT,2026-08-12 03:20:36,2026-08-12 06:16:36,176,1,AGR,3707,Economy,27,161,Boeing 737-800,Terminal 1,Gate 22
33047,6E-962,IndiGo,6E,#001b94,BHJ,BLR,2026-08-01 19:50:36,2026-08-01 21:19:36,89,1,BLT,4189,Economy,2,152,Airbus A320neo,Terminal 3,Gate 13
33048,9I-698,Alliance Air,9I,#0083c9,CNN,SRA,2026-08-05 16:50:36,2026-08-05 19:41:36,171,0,,11369,Premium Economy,26,175,ATR 72-600,Terminal 3,Gate 13
33049,9I-487,Alliance Air,9I,#0083c9,KOP, سات,2026-08-06 21:50:36,2026-08-06 23:54:36,124,0,,4856,Economy,24,163,Airbus A320neo,Terminal 1,Gate 1
33050,6E-978,IndiGo,6E,#001b94,IXA,CCU,2026-08-10 19:20:36,2026-08-10 22:53:36,213,0,,6271,Economy,34,130,ATR 72-600,Terminal 2,Gate 11
33051,IX-470,Air India Express,IX,#f26522,PBF,BTH,2026-08-14 17:50:36,2026-08-14 19:41:36,111,0,,44695,First Class,19,127,Boeing 737 MAX 8,Terminal 1,Gate 1
33052,IX-689,Air India Express,IX,#f26522,JDH,DBR,2026-08-01 01:20:36,2026-08-01 04:41:36,201,1,NWP,12695,Premium Economy,22,125,Boeing 737-800,Terminal 1,Gate 6
33053,IX-858,Air India Express,IX,#f26522,IXG,KAM,2026-08-15 00:35:36,2026-08-15 03:15:36,160,0,,54628,First Class,19,176,Boeing 737-800,Terminal 1,Gate 4
